,path,channel,emotion,e-intensity,statement,actor,split
620,./datasets/archive/Actor_11/03-01-06-02-01-01-11.wav,01,06,02,01,11,01
621,./datasets/archive/Actor_11/03-01-08-01-02-02-11.wav,01,08,01,02,11,01
622,./datasets/archive/Actor_11/03-01-03-02-01-01-11.wav,01,03,02,01,11,01
623,./datasets/archive/Actor_11/03-01-02-02-02-01-11.wav,01,02,02,02,11,01
624,./datasets/archive/Actor_11/03-01-06-02-02-01-11.wav,01,06,02,02,11,01
625,./datasets/archive/Actor_11/03-01-03-01-01-02-11.wav,01,03,01,01,11,01
626,./datasets/archive/Actor_11/03-01-02-01-01-02-11.wav,01,02,01,01,11,01
627,./datasets/archive/Actor_11/03-01-05-01-02-01-11.wav,01,05,01,02,11,01
628,./datasets/archive/Actor_11/03-01-05-01-01-01-11.wav,01,05,01,01,11,01
629,./datasets/archive/Actor_11/03-01-01-01-02-02-11.wav,01,01,01,02,11,01
630,./datasets/archive/Actor_11/03-01-04-01-02-02-11.wav,01,04,01,02,11,01
631,./datasets/archive/Actor_11/03-01-02-01-02-01-11.wav,01,02,01,02,11,01
632,./datasets/archive/Actor_11/03-01-04-01-01-02-11.wav,01,04,01,01,11,01
633,./datasets/archive/Actor_11/03-01-02-02-02-02-11.wav,01,02,02,02,11,01
634,./datasets/archive/Actor_11/03-01-07-02-02-01-11.wav,01,07,02,02,11,01
635,./datasets/archive/Actor_11/03-01-05-02-01-02-11.wav,01,05,02,01,11,01
636,./datasets/archive/Actor_11/03-01-07-01-02-01-11.wav,01,07,01,02,11,01
637,./datasets/archive/Actor_11/03-01-04-02-01-02-11.wav,01,04,02,01,11,01
638,./datasets/archive/Actor_11/03-01-01-01-01-02-11.wav,01,01,01,01,11,01
639,./datasets/archive/Actor_11/03-01-07-01-02-02-11.wav,01,07,01,02,11,01
640,./datasets/archive/Actor_11/03-01-03-02-02-01-11.wav,01,03,02,02,11,01
641,./datasets/archive/Actor_11/03-01-02-02-01-02-11.wav,01,02,02,01,11,01
642,./datasets/archive/Actor_11/03-01-08-02-01-02-11.wav,01,08,02,01,11,01
643,./datasets/archive/Actor_11/03-01-05-01-02-02-11.wav,01,05,01,02,11,01
644,./datasets/archive/Actor_11/03-01-02-02-01-01-11.wav,01,02,02,01,11,01
645,./datasets/archive/Actor_11/03-01-03-02-01-02-11.wav,01,03,02,01,11,01
646,./datasets/archive/Actor_11/03-01-08-01-01-01-11.wav,01,08,01,01,11,01
647,./datasets/archive/Actor_11/03-01-03-01-02-02-11.wav,01,03,01,02,11,01
648,./datasets/archive/Actor_11/03-01-06-01-01-01-11.wav,01,06,01,01,11,02
649,./datasets/archive/Actor_11/03-01-02-01-02-02-11.wav,01,02,01,02,11,02
650,./datasets/archive/Actor_11/03-01-01-01-01-01-11.wav,01,01,01,01,11,02
651,./datasets/archive/Actor_11/03-01-03-02-02-02-11.wav,01,03,02,02,11,02
652,./datasets/archive/Actor_11/03-01-05-02-01-01-11.wav,01,05,02,01,11,02
653,./datasets/archive/Actor_11/03-01-04-02-02-01-11.wav,01,04,02,02,11,02
654,./datasets/archive/Actor_11/03-01-06-01-02-01-11.wav,01,06,01,02,11,03
655,./datasets/archive/Actor_11/03-01-03-01-02-01-11.wav,01,03,01,02,11,03
656,./datasets/archive/Actor_11/03-01-05-02-02-01-11.wav,01,05,02,02,11,03
657,./datasets/archive/Actor_11/03-01-07-02-01-02-11.wav,01,07,02,01,11,03
658,./datasets/archive/Actor_11/03-01-03-01-01-01-11.wav,01,03,01,01,11,03
659,./datasets/archive/Actor_11/03-01-07-01-01-02-11.wav,01,07,01,01,11,03
660,./datasets/archive/Actor_12/03-01-07-02-02-02-12.wav,01,07,02,02,12,01
661,./datasets/archive/Actor_12/03-01-01-01-01-02-12.wav,01,01,01,01,12,01
662,./datasets/archive/Actor_12/03-01-05-02-01-02-12.wav,01,05,02,01,12,01
663,./datasets/archive/Actor_12/03-01-02-02-01-02-12.wav,01,02,02,01,12,01
664,./datasets/archive/Actor_12/03-01-06-02-02-01-12.wav,01,06,02,02,12,01
665,./datasets/archive/Actor_12/03-01-07-01-02-02-12.wav,01,07,01,02,12,01
666,./datasets/archive/Actor_12/03-01-03-02-01-01-12.wav,01,03,02,01,12,01
667,./datasets/archive/Actor_12/03-01-04-02-02-02-12.wav,01,04,02,02,12,01
668,./datasets/archive/Actor_12/03-01-01-01-01-01-12.wav,01,01,01,01,12,01
669,./datasets/archive/Actor_12/03-01-06-02-01-02-12.wav,01,06,02,01,12,01
670,./datasets/archive/Actor_12/03-01-06-01-01-01-12.wav,01,06,01,01,12,01
671,./datasets/archive/Actor_12/03-01-03-01-01-02-12.wav,01,03,01,01,12,01
672,./datasets/archive/Actor_12/03-01-03-02-02-01-12.wav,01,03,02,02,12,01
673,./datasets/archive/Actor_12/03-01-04-01-02-02-12.wav,01,04,01,02,12,01
674,./datasets/archive/Actor_12/03-01-05-02-02-02-12.wav,01,05,02,02,12,01
675,./datasets/archive/Actor_12/03-01-07-02-02-01-12.wav,01,07,02,02,12,01
676,./datasets/archive/Actor_12/03-01-04-02-02-01-12.wav,01,04,02,02,12,01
677,./datasets/archive/Actor_12/03-01-06-02-01-01-12.wav,01,06,02,01,12,01
678,./datasets/archive/Actor_12/03-01-02-01-01-02-12.wav,01,02,01,01,12,01
679,./datasets/archive/Actor_12/03-01-04-01-02-01-12.wav,01,04,01,02,12,01
680,./datasets/archive/Actor_12/03-01-01-01-02-01-12.wav,01,01,01,02,12,01
681,./datasets/archive/Actor_12/03-01-02-02-02-01-12.wav,01,02,02,02,12,01
682,./datasets/archive/Actor_12/03-01-03-02-01-02-12.wav,01,03,02,01,12,01
683,./datasets/archive/Actor_12/03-01-02-01-02-02-12.wav,01,02,01,02,12,01
684,./datasets/archive/Actor_12/03-01-04-01-01-01-12.wav,01,04,01,01,12,01
685,./datasets/archive/Actor_12/03-01-02-01-01-01-12.wav,01,02,01,01,12,01
686,./datasets/archive/Actor_12/03-01-07-01-01-01-12.wav,01,07,01,01,12,01
687,./datasets/archive/Actor_12/03-01-03-01-02-02-12.wav,01,03,01,02,12,01
688,./datasets/archive/Actor_12/03-01-03-01-02-01-12.wav,01,03,01,02,12,01
689,./datasets/archive/Actor_12/03-01-05-01-02-01-12.wav,01,05,01,02,12,01
690,./datasets/archive/Actor_12/03-01-07-02-01-02-12.wav,01,07,02,01,12,01
691,./datasets/archive/Actor_12/03-01-06-01-02-01-12.wav,01,06,01,02,12,01
692,./datasets/archive/Actor_12/03-01-05-01-01-01-12.wav,01,05,01,01,12,01
693,./datasets/archive/Actor_12/03-01-08-02-02-02-12.wav,01,08,02,02,12,01
694,./datasets/archive/Actor_12/03-01-04-02-01-02-12.wav,01,04,02,01,12,01
695,./datasets/archive/Actor_12/03-01-03-02-02-02-12.wav,01,03,02,02,12,01
696,./datasets/archive/Actor_12/03-01-07-01-01-02-12.wav,01,07,01,01,12,01
697,./datasets/archive/Actor_12/03-01-05-01-01-02-12.wav,01,05,01,01,12,01
698,./datasets/archive/Actor_12/03-01-02-02-01-01-12.wav,01,02,02,01,12,01
699,./datasets/archive/Actor_12/03-01-05-02-01-01-12.wav,01,05,02,01,12,01
700,./datasets/archive/Actor_12/03-01-06-02-02-02-12.wav,01,06,02,02,12,01
701,./datasets/archive/Actor_12/03-01-08-02-01-02-12.wav,01,08,02,01,12,01
702,./datasets/archive/Actor_12/03-01-05-02-02-01-12.wav,01,05,02,02,12,01
703,./datasets/archive/Actor_12/03-01-06-01-02-02-12.wav,01,06,01,02,12,01
704,./datasets/archive/Actor_12/03-01-08-02-01-01-12.wav,01,08,02,01,12,01
705,./datasets/archive/Actor_12/03-01-08-01-01-02-12.wav,01,08,01,01,12,01
706,./datasets/archive/Actor_12/03-01-08-01-01-01-12.wav,01,08,01,01,12,01
707,./datasets/archive/Actor_12/03-01-01-01-02-02-12.wav,01,01,01,02,12,01
708,./datasets/archive/Actor_12/03-01-02-01-02-01-12.wav,01,02,01,02,12,02
709,./datasets/archive/Actor_12/03-01-06-01-01-02-12.wav,01,06,01,01,12,02
710,./datasets/archive/Actor_12/03-01-08-01-02-01-12.wav,01,08,01,02,12,02
711,./datasets/archive/Actor_12/03-01-08-02-02-01-12.wav,01,08,02,02,12,02
712,./datasets/archive/Actor_12/03-01-03-01-01-01-12.wav,01,03,01,01,12,02
713,./datasets/archive/Actor_12/03-01-04-02-01-01-12.wav,01,04,02,01,12,02
714,./datasets/archive/Actor_12/03-01-04-01-01-02-12.wav,01,04,01,01,12,03
715,./datasets/archive/Actor_12/03-01-07-01-02-01-12.wav,01,07,01,02,12,03
716,./datasets/archive/Actor_12/03-01-05-01-02-02-12.wav,01,05,01,02,12,03
717,./datasets/archive/Actor_12/03-01-07-02-01-01-12.wav,01,07,02,01,12,03
718,./datasets/archive/Actor_12/03-01-02-02-02-02-12.wav,01,02,02,02,12,03
719,./datasets/archive/Actor_12/03-01-08-01-02-02-12.wav,01,08,01,02,12,03
720,./datasets/archive/Actor_13/03-01-06-02-01-01-13.wav,01,06,02,01,13,01
721,./datasets/archive/Actor_13/03-01-04-02-01-01-13.wav,01,04,02,01,13,01
722,./datasets/archive/Actor_13/03-01-04-01-01-01-13.wav,01,04,01,01,13,01
723,./datasets/archive/Actor_13/03-01-08-02-01-01-13.wav,01,08,02,01,13,01
724,./datasets/archive/Actor_13/03-01-05-02-01-02-13.wav,01,05,02,01,13,01
725,./datasets/archive/Actor_13/03-01-04-01-02-01-13.wav,01,04,01,02,13,01
726,./datasets/archive/Actor_13/03-01-08-01-02-02-13.wav,01,08,01,02,13,01
727,./datasets/archive/Actor_13/03-01-03-01-01-02-13.wav,01,03,01,01,13,01
728,./datasets/archive/Actor_13/03-01-05-02-01-01-13.wav,01,05,02,01,13,01
729,./datasets/archive/Actor_13/03-01-04-02-02-02-13.wav,01,04,02,02,13,01
730,./datasets/archive/Actor_13/03-01-02-01-01-02-13.wav,01,02,01,01,13,01
731,./datasets/archive/Actor_13/03-01-02-01-02-01-13.wav,01,02,01,02,13,01
732,./datasets/archive/Actor_13/03-01-08-01-01-01-13.wav,01,08,01,01,13,01
733,./datasets/archive/Actor_13/03-01-06-01-01-02-13.wav,01,06,01,01,13,01
734,./datasets/archive/Actor_13/03-01-02-02-02-01-13.wav,01,02,02,02,13,01
735,./datasets/archive/Actor_13/03-01-07-02-02-02-13.wav,01,07,02,02,13,01
736,./datasets/archive/Actor_13/03-01-05-01-02-02-13.wav,01,05,01,02,13,01
737,./datasets/archive/Actor_13/03-01-06-01-02-01-13.wav,01,06,01,02,13,01
738,./datasets/archive/Actor_13/03-01-06-02-01-02-13.wav,01,06,02,01,13,01
739,./datasets/archive/Actor_13/03-01-08-02-01-02-13.wav,01,08,02,01,13,01
740,./datasets/archive/Actor_13/03-01-07-01-01-01-13.wav,01,07,01,01,13,01
741,./datasets/archive/Actor_13/03-01-03-02-01-01-13.wav,01,03,02,01,13,01
742,./datasets/archive/Actor_13/03-01-04-01-01-02-13.wav,01,04,01,01,13,01
743,./datasets/archive/Actor_13/03-01-03-01-01-01-13.wav,01,03,01,01,13,01
744,./datasets/archive/Actor_13/03-01-05-01-01-02-13.wav,01,05,01,01,13,01
745,./datasets/archive/Actor_13/03-01-05-02-02-02-13.wav,01,05,02,02,13,01
746,./datasets/archive/Actor_13/03-01-07-02-02-01-13.wav,01,07,02,02,13,01
747,./datasets/archive/Actor_13/03-01-06-01-01-01-13.wav,01,06,01,01,13,01
748,./datasets/archive/Actor_13/03-01-02-02-01-01-13.wav,01,02,02,01,13,01
749,./datasets/archive/Actor_13/03-01-05-02-02-01-13.wav,01,05,02,02,13,01
750,./datasets/archive/Actor_13/03-01-02-02-02-02-13.wav,01,02,02,02,13,01
751,./datasets/archive/Actor_13/03-01-07-02-01-01-13.wav,01,07,02,01,13,01
752,./datasets/archive/Actor_13/03-01-01-01-02-01-13.wav,01,01,01,02,13,01
753,./datasets/archive/Actor_13/03-01-01-01-01-01-13.wav,01,01,01,01,13,01
754,./datasets/archive/Actor_13/03-01-01-01-01-02-13.wav,01,01,01,01,13,01
755,./datasets/archive/Actor_13/03-01-08-01-01-02-13.wav,01,08,01,01,13,01
756,./datasets/archive/Actor_13/03-01-03-01-02-02-13.wav,01,03,01,02,13,01
757,./datasets/archive/Actor_13/03-01-03-02-02-02-13.wav,01,03,02,02,13,01
758,./datasets/archive/Actor_13/03-01-02-02-01-02-13.wav,01,02,02,01,13,01
759,./datasets/archive/Actor_13/03-01-01-01-02-02-13.wav,01,01,01,02,13,01
760,./datasets/archive/Actor_13/03-01-07-01-01-02-13.wav,01,07,01,01,13,01
761,./datasets/archive/Actor_13/03-01-04-01-02-02-13.wav,01,04,01,02,13,01
762,./datasets/archive/Actor_13/03-01-05-01-02-01-13.wav,01,05,01,02,13,01
763,./datasets/archive/Actor_13/03-01-02-01-01-01-13.wav,01,02,01,01,13,01
764,./datasets/archive/Actor_13/03-01-05-01-01-01-13.wav,01,05,01,01,13,01
765,./datasets/archive/Actor_13/03-01-06-01-02-02-13.wav,01,06,01,02,13,01
766,./datasets/archive/Actor_13/03-01-08-02-02-01-13.wav,01,08,02,02,13,01
767,./datasets/archive/Actor_13/03-01-06-02-02-01-13.wav,01,06,02,02,13,01
768,./datasets/archive/Actor_13/03-01-07-01-02-01-13.wav,01,07,01,02,13,02
769,./datasets/archive/Actor_13/03-01-02-01-02-02-13.wav,01,02,01,02,13,02
770,./datasets/archive/Actor_13/03-01-04-02-02-01-13.wav,01,04,02,02,13,02
771,./datasets/archive/Actor_13/03-01-03-01-02-01-13.wav,01,03,01,02,13,02
772,./datasets/archive/Actor_13/03-01-04-02-01-02-13.wav,01,04,02,01,13,02
773,./datasets/archive/Actor_13/03-01-08-02-02-02-13.wav,01,08,02,02,13,02
774,./datasets/archive/Actor_13/03-01-03-02-02-01-13.wav,01,03,02,02,13,03
775,./datasets/archive/Actor_13/03-01-07-02-01-02-13.wav,01,07,02,01,13,03
776,./datasets/archive/Actor_13/03-01-07-01-02-02-13.wav,01,07,01,02,13,03
777,./datasets/archive/Actor_13/03-01-08-01-02-01-13.wav,01,08,01,02,13,03
778,./datasets/archive/Actor_13/03-01-03-02-01-02-13.wav,01,03,02,01,13,03
779,./datasets/archive/Actor_13/03-01-06-02-02-02-13.wav,01,06,02,02,13,03
780,./datasets/archive/Actor_14/03-01-06-01-02-02-14.wav,01,06,01,02,14,01
781,./datasets/archive/Actor_14/03-01-06-02-01-01-14.wav,01,06,02,01,14,01
782,./datasets/archive/Actor_14/03-01-05-02-01-01-14.wav,01,05,02,01,14,01
783,./datasets/archive/Actor_14/03-01-07-01-02-02-14.wav,01,07,01,02,14,01
784,./datasets/archive/Actor_14/03-01-03-01-01-02-14.wav,01,03,01,01,14,01
785,./datasets/archive/Actor_14/03-01-08-02-02-02-14.wav,01,08,02,02,14,01
786,./datasets/archive/Actor_14/03-01-05-02-01-02-14.wav,01,05,02,01,14,01
787,./datasets/archive/Actor_14/03-01-02-02-02-01-14.wav,01,02,02,02,14,01
788,./datasets/archive/Actor_14/03-01-01-01-01-02-14.wav,01,01,01,01,14,01
789,./datasets/archive/Actor_14/03-01-08-02-02-01-14.wav,01,08,02,02,14,01
790,./datasets/archive/Actor_14/03-01-04-01-01-02-14.wav,01,04,01,01,14,01
791,./datasets/archive/Actor_14/03-01-04-01-02-01-14.wav,01,04,01,02,14,01
792,./datasets/archive/Actor_14/03-01-05-02-02-02-14.wav,01,05,02,02,14,01
793,./datasets/archive/Actor_14/03-01-04-02-02-02-14.wav,01,04,02,02,14,01
794,./datasets/archive/Actor_14/03-01-04-02-02-01-14.wav,01,04,02,02,14,01
795,./datasets/archive/Actor_14/03-01-06-01-01-02-14.wav,01,06,01,01,14,01
796,./datasets/archive/Actor_14/03-01-07-01-02-01-14.wav,01,07,01,02,14,01
797,./datasets/archive/Actor_14/03-01-02-02-01-02-14.wav,01,02,02,01,14,01
798,./datasets/archive/Actor_14/03-01-07-02-02-02-14.wav,01,07,02,02,14,01
799,./datasets/archive/Actor_14/03-01-06-02-02-01-14.wav,01,06,02,02,14,01
800,./datasets/archive/Actor_14/03-01-03-01-01-01-14.wav,01,03,01,01,14,01
801,./datasets/archive/Actor_14/03-01-07-02-01-01-14.wav,01,07,02,01,14,01
802,./datasets/archive/Actor_14/03-01-06-02-01-02-14.wav,01,06,02,01,14,01
803,./datasets/archive/Actor_14/03-01-08-01-02-01-14.wav,01,08,01,02,14,01
804,./datasets/archive/Actor_14/03-01-05-02-02-01-14.wav,01,05,02,02,14,01
805,./datasets/archive/Actor_14/03-01-03-01-02-02-14.wav,01,03,01,02,14,01
806,./datasets/archive/Actor_14/03-01-05-01-01-02-14.wav,01,05,01,01,14,01
807,./datasets/archive/Actor_14/03-01-07-01-01-02-14.wav,01,07,01,01,14,01
808,./datasets/archive/Actor_14/03-01-05-01-01-01-14.wav,01,05,01,01,14,01
809,./datasets/archive/Actor_14/03-01-03-02-02-01-14.wav,01,03,02,02,14,01
810,./datasets/archive/Actor_14/03-01-04-02-01-01-14.wav,01,04,02,01,14,01
811,./datasets/archive/Actor_14/03-01-02-02-01-01-14.wav,01,02,02,01,14,01
812,./datasets/archive/Actor_14/03-01-02-01-02-01-14.wav,01,02,01,02,14,01
813,./datasets/archive/Actor_14/03-01-01-01-02-02-14.wav,01,01,01,02,14,01
814,./datasets/archive/Actor_14/03-01-03-02-01-02-14.wav,01,03,02,01,14,01
815,./datasets/archive/Actor_14/03-01-03-02-01-01-14.wav,01,03,02,01,14,01
816,./datasets/archive/Actor_14/03-01-08-01-02-02-14.wav,01,08,01,02,14,01
817,./datasets/archive/Actor_14/03-01-06-01-02-01-14.wav,01,06,01,02,14,01
818,./datasets/archive/Actor_14/03-01-07-01-01-01-14.wav,01,07,01,01,14,01
819,./datasets/archive/Actor_14/03-01-04-01-02-02-14.wav,01,04,01,02,14,01
820,./datasets/archive/Actor_14/03-01-04-01-01-01-14.wav,01,04,01,01,14,01
821,./datasets/archive/Actor_14/03-01-02-01-01-02-14.wav,01,02,01,01,14,01
822,./datasets/archive/Actor_14/03-01-08-02-01-02-14.wav,01,08,02,01,14,01
823,./datasets/archive/Actor_14/03-01-02-01-02-02-14.wav,01,02,01,02,14,01
824,./datasets/archive/Actor_14/03-01-02-02-02-02-14.wav,01,02,02,02,14,01
825,./datasets/archive/Actor_14/03-01-03-02-02-02-14.wav,01,03,02,02,14,01
826,./datasets/archive/Actor_14/03-01-04-02-01-02-14.wav,01,04,02,01,14,01
827,./datasets/archive/Actor_14/03-01-01-01-01-01-14.wav,01,01,01,01,14,01
828,./datasets/archive/Actor_14/03-01-08-01-01-01-14.wav,01,08,01,01,14,02
829,./datasets/archive/Actor_14/03-01-06-01-01-01-14.wav,01,06,01,01,14,02
830,./datasets/archive/Actor_14/03-01-06-02-02-02-14.wav,01,06,02,02,14,02
831,./datasets/archive/Actor_14/03-01-01-01-02-01-14.wav,01,01,01,02,14,02
832,./datasets/archive/Actor_14/03-01-08-01-01-02-14.wav,01,08,01,01,14,02
833,./datasets/archive/Actor_14/03-01-02-01-01-01-14.wav,01,02,01,01,14,02
834,./datasets/archive/Actor_14/03-01-07-02-02-01-14.wav,01,07,02,02,14,03
835,./datasets/archive/Actor_14/03-01-08-02-01-01-14.wav,01,08,02,01,14,03
836,./datasets/archive/Actor_14/03-01-03-01-02-01-14.wav,01,03,01,02,14,03
837,./datasets/archive/Actor_14/03-01-05-01-02-02-14.wav,01,05,01,02,14,03
838,./datasets/archive/Actor_14/03-01-07-02-01-02-14.wav,01,07,02,01,14,03
839,./datasets/archive/Actor_14/03-01-05-01-02-01-14.wav,01,05,01,02,14,03
840,./datasets/archive/Actor_15/03-01-01-01-01-02-15.wav,01,01,01,01,15,01
841,./datasets/archive/Actor_15/03-01-05-02-02-01-15.wav,01,05,02,02,15,01
842,./datasets/archive/Actor_15/03-01-02-02-01-01-15.wav,01,02,02,01,15,01
843,./datasets/archive/Actor_15/03-01-05-02-01-01-15.wav,01,05,02,01,15,01
844,./datasets/archive/Actor_15/03-01-04-02-02-01-15.wav,01,04,02,02,15,01
845,./datasets/archive/Actor_15/03-01-06-02-02-01-15.wav,01,06,02,02,15,01
846,./datasets/archive/Actor_15/03-01-03-01-01-02-15.wav,01,03,01,01,15,01
847,./datasets/archive/Actor_15/03-01-07-02-01-01-15.wav,01,07,02,01,15,01
848,./datasets/archive/Actor_15/03-01-02-01-01-01-15.wav,01,02,01,01,15,01
849,./datasets/archive/Actor_15/03-01-08-01-02-02-15.wav,01,08,01,02,15,01
850,./datasets/archive/Actor_15/03-01-07-01-02-02-15.wav,01,07,01,02,15,01
851,./datasets/archive/Actor_15/03-01-04-02-02-02-15.wav,01,04,02,02,15,01
852,./datasets/archive/Actor_15/03-01-02-01-02-01-15.wav,01,02,01,02,15,01
853,./datasets/archive/Actor_15/03-01-04-01-01-02-15.wav,01,04,01,01,15,01
854,./datasets/archive/Actor_15/03-01-02-02-02-02-15.wav,01,02,02,02,15,01
855,./datasets/archive/Actor_15/03-01-01-01-02-01-15.wav,01,01,01,02,15,01
856,./datasets/archive/Actor_15/03-01-03-02-02-01-15.wav,01,03,02,02,15,01
857,./datasets/archive/Actor_15/03-01-02-02-01-02-15.wav,01,02,02,01,15,01
858,./datasets/archive/Actor_15/03-01-04-01-01-01-15.wav,01,04,01,01,15,01
859,./datasets/archive/Actor_15/03-01-04-02-01-02-15.wav,01,04,02,01,15,01
860,./datasets/archive/Actor_15/03-01-08-01-01-01-15.wav,01,08,01,01,15,01
861,./datasets/archive/Actor_15/03-01-03-01-01-01-15.wav,01,03,01,01,15,01
862,./datasets/archive/Actor_15/03-01-03-01-02-02-15.wav,01,03,01,02,15,01
863,./datasets/archive/Actor_15/03-01-06-02-02-02-15.wav,01,06,02,02,15,01
864,./datasets/archive/Actor_15/03-01-02-01-02-02-15.wav,01,02,01,02,15,01
865,./datasets/archive/Actor_15/03-01-02-02-02-01-15.wav,01,02,02,02,15,01
866,./datasets/archive/Actor_15/03-01-04-01-02-02-15.wav,01,04,01,02,15,01
867,./datasets/archive/Actor_15/03-01-07-01-01-02-15.wav,01,07,01,01,15,01
868,./datasets/archive/Actor_15/03-01-05-02-01-02-15.wav,01,05,02,01,15,01
869,./datasets/archive/Actor_15/03-01-03-02-01-01-15.wav,01,03,02,01,15,01
870,./datasets/archive/Actor_15/03-01-01-01-01-01-15.wav,01,01,01,01,15,01
871,./datasets/archive/Actor_15/03-01-08-02-02-02-15.wav,01,08,02,02,15,01
872,./datasets/archive/Actor_15/03-01-05-02-02-02-15.wav,01,05,02,02,15,01
873,./datasets/archive/Actor_15/03-01-06-01-02-01-15.wav,01,06,01,02,15,01
874,./datasets/archive/Actor_15/03-01-08-01-01-02-15.wav,01,08,01,01,15,01
875,./datasets/archive/Actor_15/03-01-04-01-02-01-15.wav,01,04,01,02,15,01
876,./datasets/archive/Actor_15/03-01-07-02-02-02-15.wav,01,07,02,02,15,01
877,./datasets/archive/Actor_15/03-01-04-02-01-01-15.wav,01,04,02,01,15,01
878,./datasets/archive/Actor_15/03-01-03-02-02-02-15.wav,01,03,02,02,15,01
879,./datasets/archive/Actor_15/03-01-07-02-02-01-15.wav,01,07,02,02,15,01
880,./datasets/archive/Actor_15/03-01-07-01-01-01-15.wav,01,07,01,01,15,01
881,./datasets/archive/Actor_15/03-01-05-01-01-02-15.wav,01,05,01,01,15,01
882,./datasets/archive/Actor_15/03-01-06-01-01-02-15.wav,01,06,01,01,15,01
883,./datasets/archive/Actor_15/03-01-06-01-02-02-15.wav,01,06,01,02,15,01
884,./datasets/archive/Actor_15/03-01-05-01-01-01-15.wav,01,05,01,01,15,01
885,./datasets/archive/Actor_15/03-01-01-01-02-02-15.wav,01,01,01,02,15,01
886,./datasets/archive/Actor_15/03-01-03-02-01-02-15.wav,01,03,02,01,15,01
887,./datasets/archive/Actor_15/03-01-08-02-01-01-15.wav,01,08,02,01,15,01
888,./datasets/archive/Actor_15/03-01-07-02-01-02-15.wav,01,07,02,01,15,02
889,./datasets/archive/Actor_15/03-01-03-01-02-01-15.wav,01,03,01,02,15,02
890,./datasets/archive/Actor_15/03-01-06-02-01-01-15.wav,01,06,02,01,15,02
891,./datasets/archive/Actor_15/03-01-08-02-02-01-15.wav,01,08,02,02,15,02
892,./datasets/archive/Actor_15/03-01-08-02-01-02-15.wav,01,08,02,01,15,02
893,./datasets/archive/Actor_15/03-01-05-01-02-02-15.wav,01,05,01,02,15,02
894,./datasets/archive/Actor_15/03-01-06-02-01-02-15.wav,01,06,02,01,15,03
895,./datasets/archive/Actor_15/03-01-05-01-02-01-15.wav,01,05,01,02,15,03
896,./datasets/archive/Actor_15/03-01-07-01-02-01-15.wav,01,07,01,02,15,03
897,./datasets/archive/Actor_15/03-01-02-01-01-02-15.wav,01,02,01,01,15,03
898,./datasets/archive/Actor_15/03-01-06-01-01-01-15.wav,01,06,01,01,15,03
899,./datasets/archive/Actor_15/03-01-08-01-02-01-15.wav,01,08,01,02,15,03
900,./datasets/archive/Actor_16/03-01-07-02-02-02-16.wav,01,07,02,02,16,01
901,./datasets/archive/Actor_16/03-01-02-02-02-02-16.wav,01,02,02,02,16,01
902,./datasets/archive/Actor_16/03-01-03-02-02-01-16.wav,01,03,02,02,16,01
903,./datasets/archive/Actor_16/03-01-02-01-02-02-16.wav,01,02,01,02,16,01
904,./datasets/archive/Actor_16/03-01-02-01-02-01-16.wav,01,02,01,02,16,01
905,./datasets/archive/Actor_16/03-01-08-02-02-02-16.wav,01,08,02,02,16,01
906,./datasets/archive/Actor_16/03-01-02-01-01-02-16.wav,01,02,01,01,16,01
907,./datasets/archive/Actor_16/03-01-04-02-02-02-16.wav,01,04,02,02,16,01
908,./datasets/archive/Actor_16/03-01-07-02-01-01-16.wav,01,07,02,01,16,01
909,./datasets/archive/Actor_16/03-01-05-02-01-02-16.wav,01,05,02,01,16,01
910,./datasets/archive/Actor_16/03-01-08-01-02-01-16.wav,01,08,01,02,16,01
911,./datasets/archive/Actor_16/03-01-01-01-02-01-16.wav,01,01,01,02,16,01
912,./datasets/archive/Actor_16/03-01-03-02-01-02-16.wav,01,03,02,01,16,01
913,./datasets/archive/Actor_16/03-01-01-01-01-02-16.wav,01,01,01,01,16,01
914,./datasets/archive/Actor_16/03-01-06-02-02-01-16.wav,01,06,02,02,16,01
915,./datasets/archive/Actor_16/03-01-05-01-01-01-16.wav,01,05,01,01,16,01
916,./datasets/archive/Actor_16/03-01-06-02-02-02-16.wav,01,06,02,02,16,01
917,./datasets/archive/Actor_16/03-01-02-01-01-01-16.wav,01,02,01,01,16,01
918,./datasets/archive/Actor_16/03-01-03-01-01-01-16.wav,01,03,01,01,16,01
919,./datasets/archive/Actor_16/03-01-04-01-02-01-16.wav,01,04,01,02,16,01
920,./datasets/archive/Actor_16/03-01-05-01-02-02-16.wav,01,05,01,02,16,01
921,./datasets/archive/Actor_16/03-01-08-02-01-02-16.wav,01,08,02,01,16,01
922,./datasets/archive/Actor_16/03-01-04-02-01-01-16.wav,01,04,02,01,16,01
923,./datasets/archive/Actor_16/03-01-05-02-01-01-16.wav,01,05,02,01,16,01
924,./datasets/archive/Actor_16/03-01-06-02-01-02-16.wav,01,06,02,01,16,01
925,./datasets/archive/Actor_16/03-01-05-01-01-02-16.wav,01,05,01,01,16,01
926,./datasets/archive/Actor_16/03-01-07-01-01-01-16.wav,01,07,01,01,16,01
927,./datasets/archive/Actor_16/03-01-07-01-02-01-16.wav,01,07,01,02,16,01
928,./datasets/archive/Actor_16/03-01-02-02-01-01-16.wav,01,02,02,01,16,01
929,./datasets/archive/Actor_16/03-01-06-01-02-01-16.wav,01,06,01,02,16,01
